Date,Close
1971-02-05,100.0
1971-02-08,100.83999633789062
1971-02-09,100.76000213623047
1971-02-10,100.69000244140625
1971-02-11,101.44999694824219
1971-02-12,102.05000305175783
1971-02-16,102.19000244140626
1971-02-17,101.73999786376953
1971-02-18,101.41999816894531
1971-02-19,100.69999694824219
1971-02-22,99.68000030517578
1971-02-23,99.72000122070312
1971-02-24,100.63999938964842
1971-02-25,101.2300033569336
1971-02-26,101.33999633789061
1971-03-01,101.77999877929686
1971-03-02,101.83999633789062
1971-03-03,102.06999969482422
1971-03-04,102.77999877929686
1971-03-05,103.0
1971-03-08,104.2300033569336
1971-03-09,104.41000366210938
1971-03-10,104.13999938964844
1971-03-11,104.26000213623048
1971-03-12,104.5
1971-03-15,105.12999725341797
1971-03-16,105.55999755859375
1971-03-17,105.5
1971-03-18,105.87999725341797
1971-03-19,105.7699966430664
1971-03-22,105.37000274658203
1971-03-23,105.11000061035156
1971-03-24,104.69999694824219
1971-03-25,104.5999984741211
1971-03-26,105.06999969482422
1971-03-29,105.19999694824219
1971-03-30,105.44000244140625
1971-03-31,105.97000122070312
1971-04-01,106.33999633789062
1971-04-02,106.86000061035156
1971-04-05,107.1699981689453
1971-04-06,107.55999755859375
1971-04-07,108.05999755859375
1971-04-08,108.37999725341795
1971-04-12,108.87000274658203
1971-04-13,108.8499984741211
1971-04-14,109.08000183105469
1971-04-15,109.69000244140625
1971-04-16,109.95999908447264
1971-04-19,110.16000366210939
1971-04-20,109.52999877929688
1971-04-21,109.51999664306639
1971-04-22,109.98999786376953
1971-04-23,110.69000244140625
1971-04-26,111.12999725341797
1971-04-27,111.69000244140625
1971-04-28,112.37000274658202
1971-04-29,112.45999908447266
1971-04-30,112.3000030517578
1971-05-03,111.34999847412111
1971-05-04,111.76999664306642
1971-05-05,111.68000030517578
1971-05-06,111.05999755859375
1971-05-07,110.66000366210938
1971-05-10,110.1500015258789
1971-05-11,110.33000183105469
1971-05-12,110.37000274658205
1971-05-13,110.55000305175781
1971-05-14,110.73999786376953
1971-05-17,109.1500015258789
1971-05-18,108.40000152587889
1971-05-19,108.33000183105467
1971-05-20,108.72000122070314
1971-05-21,108.8499984741211
1971-05-24,108.41999816894531
1971-05-25,107.5
1971-05-26,107.52999877929688
1971-05-27,107.5999984741211
1971-05-28,108.25
1971-06-01,108.87000274658203
1971-06-02,109.55999755859376
1971-06-03,110.22000122070312
1971-06-04,110.66000366210938
1971-06-07,110.76000213623047
1971-06-08,110.0199966430664
1971-06-09,109.79000091552736
1971-06-10,110.05999755859375
1971-06-11,110.19999694824219
1971-06-14,109.56999969482422
1971-06-15,109.36000061035156
1971-06-16,109.44000244140626
1971-06-17,109.44000244140626
1971-06-18,108.16000366210939
1971-06-21,106.5
1971-06-22,105.48999786376953
1971-06-23,105.98999786376953
1971-06-24,106.37000274658203
1971-06-25,106.55999755859375
1971-06-28,106.4499969482422
1971-06-29,107.22000122070312
1971-06-30,107.80000305175781
1971-07-01,108.47000122070311
1971-07-02,108.7699966430664
1971-07-06,109.23000335693361
1971-07-07,110.01000213623047
1971-07-08,110.41999816894533
1971-07-09,110.91000366210938
1971-07-12,111.23999786376953
1971-07-13,110.76000213623047
1971-07-14,110.33999633789062
1971-07-15,110.72000122070314
1971-07-16,109.9800033569336
1971-07-19,109.37000274658205
1971-07-20,109.79000091552736
1971-07-21,109.73999786376953
1971-07-22,109.54000091552733
1971-07-23,109.62999725341798
1971-07-26,109.34999847412111
1971-07-27,108.56999969482422
1971-07-28,107.44999694824217
1971-07-29,105.80999755859375
1971-07-30,105.2699966430664
1971-08-02,105.58999633789064
1971-08-03,104.41000366210938
1971-08-04,103.26000213623048
1971-08-05,103.11000061035156
1971-08-06,103.77999877929686
1971-08-09,103.18000030517578
1971-08-10,103.04000091552734
1971-08-11,104.08000183105469
1971-08-12,105.20999908447266
1971-08-13,105.44000244140625
1971-08-16,107.86000061035156
1971-08-17,108.9300003051758
1971-08-18,108.38999938964844
1971-08-19,108.01000213623047
1971-08-20,107.88999938964842
1971-08-23,108.26000213623045
1971-08-24,108.5999984741211
1971-08-25,108.8499984741211
1971-08-26,108.97000122070312
1971-08-27,109.30000305175783
1971-08-30,108.70999908447266
1971-08-31,108.41999816894531
1971-09-01,108.65000152587892
1971-09-02,108.95999908447264
1971-09-03,109.9800033569336
1971-09-07,110.52999877929688
1971-09-08,110.5800018310547
1971-09-09,110.55000305175781
1971-09-10,110.41999816894533
1971-09-13,110.22000122070312
1971-09-14,109.76999664306642
1971-09-15,109.79000091552736
1971-09-16,109.77999877929688
1971-09-17,110.09999847412108
1971-09-20,109.98999786376953
1971-09-21,109.8199996948242
1971-09-22,108.98999786376953
1971-09-23,108.80000305175781
1971-09-24,108.87999725341797
1971-09-27,108.18000030517578
1971-09-28,108.37999725341795
1971-09-29,108.5999984741211
1971-09-30,109.02999877929686
1971-10-01,109.5800018310547
1971-10-04,109.95999908447264
1971-10-05,109.98999786376953
1971-10-06,110.68000030517578
1971-10-07,110.9800033569336
1971-10-08,110.73999786376953
1971-10-11,110.70999908447266
1971-10-12,110.91000366210938
1971-10-13,110.69000244140625
1971-10-14,109.87000274658203
1971-10-15,109.5999984741211
1971-10-18,109.05999755859375
1971-10-19,107.98999786376953
1971-10-20,106.58000183105469
1971-10-21,106.61000061035155
1971-10-22,106.80000305175781
1971-10-25,106.29000091552734
1971-10-26,105.69000244140625
1971-10-27,104.27999877929688
1971-10-28,104.5
1971-10-29,105.09999847412111
1971-11-01,103.69000244140625
1971-11-02,103.54000091552736
1971-11-03,105.01000213623047
1971-11-04,105.55999755859375
1971-11-05,105.45999908447266
1971-11-08,105.43000030517578
1971-11-09,105.72000122070312
1971-11-10,104.86000061035156
1971-11-11,103.73999786376953
1971-11-12,103.91000366210939
1971-11-15,103.44000244140625
1971-11-16,103.70999908447264
1971-11-17,103.63999938964842
1971-11-18,103.44000244140625
1971-11-19,102.94999694824219
1971-11-22,101.79000091552734
1971-11-23,100.30999755859375
1971-11-24,100.4000015258789
1971-11-26,101.63999938964842
1971-11-29,103.08000183105467
1971-11-30,103.97000122070312
1971-12-01,105.0
1971-12-02,106.1500015258789
1971-12-03,107.26000213623045
1971-12-06,106.91999816894531
1971-12-07,107.26000213623045
1971-12-08,107.70999908447266
1971-12-09,107.97000122070312
1971-12-10,108.80999755859375
1971-12-13,109.16000366210939
1971-12-14,109.06999969482423
1971-12-15,109.44999694824217
1971-12-16,110.01000213623047
1971-12-17,110.51999664306639
1971-12-20,111.5
1971-12-21,111.7300033569336
1971-12-22,111.97000122070312
1971-12-23,111.94000244140625
1971-12-27,111.6999969482422
1971-12-28,111.9300003051758
1971-12-29,112.56999969482422
1971-12-30,112.97000122070312
1971-12-31,114.12000274658203
1972-01-03,113.65000152587889
1972-01-04,113.93000030517577
1972-01-05,114.8300018310547
1972-01-06,115.72000122070311
1972-01-07,116.05000305175781
1972-01-10,116.0999984741211
1972-01-11,116.63999938964844
1972-01-12,116.90000152587892
1972-01-13,116.4199981689453
1972-01-14,116.73999786376955
1972-01-17,116.93000030517578
1972-01-18,117.66000366210938
1972-01-19,117.44999694824219
1972-01-20,117.31999969482423
1972-01-21,117.20999908447266
1972-01-24,116.48999786376952
1972-01-25,116.30000305175781
1972-01-26,116.38999938964845
1972-01-27,117.37000274658203
1972-01-28,118.44000244140625
1972-01-31,118.87000274658203
1972-02-01,119.58000183105469
1972-02-02,120.47000122070312
1972-02-03,120.66000366210939
1972-02-04,121.23999786376953
1972-02-07,121.13999938964844
1972-02-08,121.3499984741211
1972-02-09,122.16000366210938
1972-02-10,122.70999908447267
1972-02-11,122.86000061035156
1972-02-14,122.26000213623047
1972-02-15,122.61000061035156
1972-02-16,123.3499984741211
1972-02-17,123.44000244140625
1972-02-18,123.4000015258789
1972-02-22,123.30000305175781
1972-02-23,123.61000061035156
1972-02-24,124.0
1972-02-25,124.83000183105469
1972-02-28,124.94000244140624
1972-02-29,125.37999725341797
1972-03-01,126.29000091552733
1972-03-02,126.58000183105469
1972-03-03,127.19000244140626
1972-03-06,127.87999725341797
1972-03-07,127.83000183105469
1972-03-08,128.39999389648438
1972-03-09,128.85000610351562
1972-03-10,128.5500030517578
1972-03-13,127.33999633789061
1972-03-14,127.73000335693358
1972-03-15,128.13999938964844
1972-03-16,127.7699966430664
1972-03-17,128.00999450683594
1972-03-20,127.52999877929688
1972-03-21,125.73000335693358
1972-03-22,126.36000061035155
1972-03-23,127.37999725341797
1972-03-24,127.55000305175781
1972-03-27,127.55999755859375
1972-03-28,127.72000122070312
1972-03-29,127.52999877929688
1972-03-30,128.13999938964844
1972-04-03,128.05999755859375
1972-04-04,128.77999877929688
1972-04-05,130.0
1972-04-06,130.9199981689453
1972-04-07,131.8000030517578
1972-04-10,131.75999450683594
1972-04-11,132.47000122070312
1972-04-12,133.1699981689453
1972-04-13,133.05999755859375
1972-04-14,133.8800048828125
1972-04-17,133.74000549316406
1972-04-18,134.10000610351562
1972-04-19,132.67999267578125
1972-04-20,132.86000061035156
1972-04-21,133.00999450683594
1972-04-24,131.89999389648438
1972-04-25,130.83999633789062
1972-04-26,130.9199981689453
1972-04-27,131.00999450683594
1972-04-28,131.3300018310547
1972-05-01,130.16000366210938
1972-05-02,129.33999633789062
1972-05-03,128.77000427246094
1972-05-04,128.9199981689453
1972-05-05,129.42999267578125
1972-05-08,128.6199951171875
1972-05-09,125.77999877929686
1972-05-10,126.7699966430664
1972-05-11,127.94999694824219
1972-05-12,129.44000244140625
1972-05-15,130.33999633789062
1972-05-16,130.36000061035156
1972-05-17,129.75999450683594
1972-05-18,130.82000732421875
1972-05-19,132.16000366210938
1972-05-22,132.3800048828125
1972-05-23,132.72000122070312
1972-05-24,133.47000122070312
1972-05-25,133.8000030517578
1972-05-26,133.9499969482422
1972-05-30,133.4499969482422
1972-05-31,132.52999877929688
1972-06-01,133.1300048828125
1972-06-02,133.52000427246094
1972-06-05,132.74000549316406
1972-06-06,132.0
1972-06-07,131.0
1972-06-08,131.07000732421875
1972-06-09,130.57000732421875
1972-06-12,130.3800048828125
1972-06-13,130.77999877929688
1972-06-14,131.4499969482422
1972-06-15,131.2899932861328
1972-06-16,131.27999877929688
1972-06-19,130.75999450683594
1972-06-20,131.07000732421875
1972-06-21,131.3800048828125
1972-06-22,130.7899932861328
1972-06-23,130.22000122070312
1972-06-26,129.30999755859375
1972-06-27,129.7899932861328
1972-06-28,129.5800018310547
1972-06-29,129.35000610351562
1972-06-30,130.0800018310547
1972-07-03,130.58999633789062
1972-07-05,131.27999877929688
1972-07-06,131.86000061035156
1972-07-07,131.5
1972-07-10,130.85000610351562
1972-07-11,130.47000122070312
1972-07-12,130.11000061035156
1972-07-13,129.02999877929688
1972-07-14,129.3800048828125
1972-07-17,128.39999389648438
1972-07-18,127.54000091552736
1972-07-19,127.7699966430664
